	locus_name	gene_name	gene_special	special_score	gene_locusdist_kbp	distance_score	ppi_score	edges_in_otheractive	ppi_deg_active_cnt	ppi_deg_active_names	ppi_deg	TF_score	TF_indeg	TF_in_active_cnt	TF_in_active_names	TF_outdeg	TF_out_active_cnt	TF_out_active_names	total_score	gene_type	snp_type	gene_pattern	exp_score	gene_mindist	gene_nonzero
121	rs255292+rs4868243	NKX2-5	.	0.0	19.091	-0.9540192762590514	29.498139551043806	269	3	HAND1;ID2;TBX5	3	1.9205790454689249	0	0	.	2	1	TBX5	30.46469932025368	protein_coding		s0_11	0.3323720390840271	.	nonzero
122	rs255292+rs4868243	STC2	.	0.0	112.299	-0.2408579667774222	28.507668394472745	266	0		1	1.8324765764647728	0	0	.	0	0	.	30.099287004160097	protein_coding		.	0.2306364416536377	.	.
123	rs545833	DPT	.	0.0	25.234	-0.8921820774800834	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	30.526536519032646	protein_coding		s1__1	1.0	mindist	nonzero
124	rs11848785+rs12880291+rs17767398	SIPA1L1	.	0.0	16.681	-0.9755681105600328	29.498139551043806	269	5	CBY1;FAM53C;MAPKAP1;SH3PXD2A;SLC6A4	7	1.9205790454689249	0	0	.	0	0	.	30.4431504859527	protein_coding		s1_11	1.0	mindist	nonzero
125	rs200214	FARS2	.	0.0	217.749	-0.078003306310217	29.498139551043806	269	2	AGTRAP;HOMEZ	4	1.9205790454689249	0	0	.	0	0	.	31.34071529020252	protein_coding		s1_11	1.0	mindist	nonzero
126	rs12364753	B3GAT3	.	0.0	53.628	-0.5874131841476928	29.449814970337314	268	0		0	1.9205790454689249	0	0	.	0	0	.	30.78298083165855	protein_coding		.	0.062308958296991145	.	.
127	rs12364753	BSCL2	.	0.0	19.923	-0.94616839382035	28.3989099016639	268	0		5	1.9205790454689249	0	0	.	0	0	.	29.373320553312475	protein_coding		.	0.015217482478782797	.	.
128	rs12364753	C11orf98	.	0.0	10.433	-1.0211356903900437	29.23726470210116	268	0		1	1.9205790454689249	0	0	.	0	0	.	30.13670805718004	protein_coding		.	0.03264959442893222	.	.
129	rs12364753	CSKMT	.	0.0	10.305	-1.0218864965060943	29.23726470210116	268	0		1	1.9205790454689249	0	0	.	0	0	.	30.135957251063985	protein_coding		.	0.03262509011389415	.	.
130	rs12364753	EEF1G	.	0.0	101.723	-0.2788775044697213	27.585637788605027	276	8	ATP1B1;CACNA1C:omim;CAV3:omim;DYSF;GJA1;L1TD1;NACA:exome;RYR2:omim	23	1.9205790454689249	0	0	.	0	0	.	29.227339329604227	protein_coding		.	0.013150551623393382	.	.
131	rs12364753	EML3	.	0.0	71.876	-0.4377925120163025	29.449814970337314	268	0		0	1.9205790454689249	0	0	.	0	0	.	30.93260150378994	protein_coding		.	0.07236522602426246	.	.
132	rs12364753	GANAB	.	0.0	29.012	-0.8509789878807371	28.96326804214664	271	3	PDE3A;PRKAG2:omim;TNS3	9	1.9205790454689249	0	0	.	0	0	.	30.032868099734827	protein_coding		.	0.029429350021383298	.	.
133	rs12364753	GNG3	.	0.0	32.062	-0.8168703468695531	29.498139551043806	269	1	GNB4:coloc	2	1.9205790454689249	0	0	.	0	0	.	30.601848249643176	protein_coding		.	0.05198590511351581	.	.
134	rs12364753	HNRNPUL2	.	0.0	37.016	-0.7611602513419755	27.986771073508294	268	0		7	1.9205790454689249	0	0	.	0	0	.	29.146189867635243	protein_coding		.	0.012125543303090668	.	.
135	rs12364753	HNRNPUL2-BSCL2	.	0.0	14.661	-0.9920744832784528	29.449814970337314	268	0		0	1.9205790454689249	0	0	.	0	0	.	30.378319532527783	protein_coding		.	0.04157270862108163	.	.
136	rs12364753	INTS5	.	0.0	28.766	-0.8537059727674814	28.606731591965627	268	0		4	1.9205790454689249	0	0	.	0	0	.	29.673604664667067	protein_coding		.	0.020547289642209424	.	.
137	rs12364753	LBHD1	.	0.0	12.797	-1.0058669457881326	29.23726470210116	268	0		1	1.9205790454689249	0	0	.	0	0	.	30.15197680178195	protein_coding		.	0.03315193806654193	.	.
138	rs12364753	LRRN4CL	.	0.0	10.792	-1.0189870991651195	29.449814970337314	268	0		0	1.9205790454689249	0	0	.	0	0	.	30.35140691664112	protein_coding		.	0.0404687994525985	.	.
139	rs12364753	MTA2	.	0.0	82.4	-0.3712744334132725	27.933653968500664	271	3	BCL11A;CAMK2D:coloc;TCF7L2	14	1.9205790454689249	0	0	.	0	0	.	29.48295858055632	protein_coding		.	0.01698079428116734	.	.
140	rs12364753	POLR2G	.	0.0	85.951	-0.3516535175361731	28.3989099016639	268	0		4	1.9205790454689249	0	0	.	0	0	.	29.967835429596647	protein_coding		.	0.027576385434343913	.	.
141	rs12364753	ROM1	.	0.0	63.892	-0.4975848417316014	29.449814970337314	268	0		0	1.9205790454689249	0	0	.	0	0	.	30.87280917407464	protein_coding		.	0.06816515774239741	.	.
142	rs12364753	TAF6L	.	0.0	95.743	-0.3039437082951459	29.498139551043806	269	1	CREBBP	2	1.9205790454689249	0	0	.	0	0	.	31.114774888217585	protein_coding		s0_11	0.086825405150203	.	nonzero
143	rs12364753	TMEM179B	.	0.0	111.788	-0.2425294385910862	28.3989099016639	268	0		5	1.9205790454689249	0	0	.	0	0	.	30.07695950854174	protein_coding		.	0.030755962725551724	.	.
144	rs12364753	TMEM223	.	0.0	116.129	-0.2288129795515032	29.28586328677304	269	1	TRDN:omim	3	1.9205790454689249	0	0	.	0	0	.	30.977629352690457	protein_coding		.	0.07569815059088099	.	.
145	rs12364753	TTC9C	.	0.0	52.455	-0.5986165400225908	29.025904042306166	268	0		2	1.9205790454689249	0	0	.	0	0	.	30.347866547752503	protein_coding		.	0.040325778297269244	.	.
146	rs12364753	TUT1	.	0.0	100.569	-0.2834973706667019	29.23726470210116	268	0		1	1.9205790454689249	0	0	.	0	0	.	30.874346376903382	protein_coding		.	0.06827002199386328	.	.
147	rs12364753	UBXN1	.	0.0	3.441	-1.0493767387539956	28.3989099016639	268	0		5	1.9205790454689249	0	0	.	0	0	.	29.270112208378823	protein_coding		.	0.013725241530145713	mindist	.
148	rs12364753	UQCC3	.	0.0	5.341	-1.0443984976707703	29.449814970337314	268	0		0	1.9205790454689249	0	0	.	0	0	.	30.32599551813547	protein_coding		.	0.0394533868304455	.	.
149	rs12364753	ZBTB3	.	0.0	76.485	-0.407039092317445	29.449814970337314	268	0		0	1.9205790454689249	0	0	.	0	0	.	30.9633549234888	protein_coding		.	0.07462527823705443	.	.
150	rs1260326	C2orf16	.	0.0	29.313	-0.8476360926993558	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	30.57108250381337	protein_coding		.	0.09946958140243072	.	.
151	rs1260326	CCDC121	.	0.0	117.565	-0.224507760005519	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	31.19421083650721	protein_coding		s0__1	0.18548614988545253	.	nonzero
152	rs1260326	FNDC4	.	0.0	16.19	-0.9797195263092324	29.333195258061693	270	1	CAV1:coloc	3	1.9205790454689249	0	0	.	0	0	.	30.274054777221387	protein_coding		.	0.07390822762154414	.	.
153	rs1260326	GCKR	.	0.0	11.234	-1.0162561577973446	29.28542228223344	269	0		1	1.9205790454689249	0	0	.	0	0	.	30.189745169905024	protein_coding		.	0.06793249890293322	mindist	.
154	rs1260326	GPN1	.	0.0	120.174	-0.2169641548368581	28.86354968917763	269	0		3	1.9205790454689249	0	0	.	0	0	.	30.5671645798097	protein_coding		.	0.09908062958119578	.	.
155	rs1260326	IFT172	.	0.0	53.986	-0.5840314815532225	29.28542228223344	269	0		1	1.9205790454689249	0	0	.	0	0	.	30.621969846149145	protein_coding		.	0.10466232601769483	.	.
156	rs1260326	KRTCAP3	.	0.0	65.707	-0.4832361412237864	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	30.93548245528894	protein_coding		.	0.14320137183749962	.	.
157	rs1260326	NRBP1	.	0.0	80.283	-0.3836176423537272	28.86354968917763	269	0		3	1.9205790454689249	0	0	.	0	0	.	30.40051109229283	protein_coding		.	0.08387104757295459	.	.
158	rs1260326	PPM1G	.	0.0	98.518	-0.2919598402372019	28.800246978737302	272	3	CAV1:coloc;TLE3;VPS29:coloc	10	1.9205790454689249	0	0	.	0	0	.	30.428866183969028	protein_coding		.	0.08628325639898463	.	.
159	rs1260326	ZNF512	.	0.0	74.896	-0.4173450633593537	28.495219983698576	270	1	TBX5	7	1.9205790454689249	0	0	.	0	0	.	29.998453965808142	protein_coding		.	0.05610491077931	.	.
160	rs1106399	CFLAR	.	0.0	112.317	-0.2407993731327218	28.86354968917763	269	0		3	1.9205790454689249	0	0	.	0	0	.	30.54332936151384	protein_coding		.	0.12910552066414277	.	.
161	rs1106399	FAM126B	.	0.0	67.832	-0.4670095499651547	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	30.951709046547577	protein_coding		.	0.1942235362933325	.	.
162	rs1106399	NDUFB3	.	0.0	67.596	-0.4687814874004656	29.54563532382249	270	1	CAV3:omim	2	1.9205790454689249	0	0	.	0	0	.	30.99743288189095	protein_coding		.	0.2033103399744466	.	.
163	rs1106399	NIF3L1	.	0.0	114.51	-0.2338026031517982	29.218189159864693	272	3	CDKN2C;DCTD;DDX17:coloc	8	1.9205790454689249	0	0	.	0	0	.	30.90496560218181	protein_coding		.	0.18535377574885475	.	.
164	rs1106399	ORC2	.	0.0	40.177	-0.7260543823488189	28.23957137395911	269	0		6	1.9205790454689249	0	0	.	0	0	.	29.43409603707921	protein_coding		.	0.042580514187902006	mindist	.
165	rs1106399	PPIL3	.	0.0	114.76	-0.2330225426312996	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	31.18569605388143	protein_coding		s1__1	0.2454263131313213	.	nonzero
166	rs7537765	AGTRAP	.	0.0	91.162	-0.325159935073991	29.498139551043806	269	4	FARS2;NDRG4:coloc;SENP2:exome;ZNF391	5	1.9205790454689249	0	0	.	0	0	.	31.093558661438745	protein_coding		s0_11	0.36506112877330027	.	nonzero
167	rs7537765	C1orf167	.	0.0	65.459	-0.4851699689246582	28.665359233591147	265	0		0	1.9205790454689249	0	0	.	0	0	.	30.10076831013541	protein_coding		.	0.13527022769297725	.	.
168	rs7537765	CLCN6	.	0.0	21.055	-0.9351864955565232	28.665359233591147	265	0		0	1.9205790454689249	0	0	.	0	0	.	29.65075178350355	protein_coding		.	0.0862506798083178	.	.
169	rs7537765	KIAA2013	.	0.0	99.181	-0.2891884447071811	28.248323892478112	265	0		2	1.9205790454689249	0	0	.	0	0	.	29.87971449323985	protein_coding		.	0.108442561689054	.	.
170	rs7537765	MTHFR	.	0.0	21.833	-0.927454430955986	28.456249659536155	265	0		1	1.9205790454689249	0	0	.	0	0	.	29.44937427404909	protein_coding		.	0.07051887667695673	.	.
171	rs7537765	NPPA	.	0.0	20.537	-0.9402528871334308	28.97577120109287	267	2	OBSCN;PM20D1:exome	3	1.987182485793004	1	1	TBX5	0	0	.	30.02270079975244	protein_coding		.	0.12511170196242072	mindist	.
172	rs7537765	NPPB	.	0.0	30.218	-0.8375487373685273	28.248323892478112	265	0		2	1.987182485793004	1	1	NKX2-5	0	0	.	29.397957640902582	protein_coding		.	0.06698467052745538	.	.
173	rs7537765	PLOD1	.	0.0	106.959	-0.2591240738064643	27.27824700366952	266	1	CAND2	9	1.9205790454689249	0	0	.	0	0	.	28.93970197533197	protein_coding		.	0.04236015286951786	.	.
174	rs246185	MRTFB	.	0.0	230.254	-0.070354541584332	29.498139551043806	269	0		1	1.9205790454689249	0	0	.	0	0	.	31.3483640549284	protein_coding		s1__1	1.0	mindist	nonzero
175	rs2926743+rs2958149	ATP5F1B	.	0.0	70.729	-0.445861939289857	26.66720772012806	273	7	ALG10B;CACNA1C:omim;FGFR1;GJA1;SLC35F1;TBX3;TTN:exome	28	1.9205790454689249	0	0	.	0	0	.	28.14192482630713	protein_coding		.	0.0038355791155397843	.	.
176	rs2926743+rs2958149	BAZ2A	.	0.0	79.642	-0.3874537283515587	29.13470090800141	266	0		2	1.9205790454689249	0	0	.	0	0	.	30.667826225118773	protein_coding		.	0.04795302232928916	.	.
177	rs2926743+rs2958149	HSD17B6	.	0.0	31.845	-0.819309957256022	29.82406298722853	267	1	GNPNAT1	1	1.9205790454689249	0	0	.	0	0	.	30.925332075441432	protein_coding		.	0.0620367952333648	.	.
178	rs2926743+rs2958149	NACA	exome	3.1575936163711007	4.955	-1.045579550750119	29.498139551043806	269	3	ARHGAP24;CAV3:omim;SNTA1:omim	7	1.9205790454689249	0	0	.	0	0	.	33.530732662133715	protein_coding		s0111	0.8397701867546329	mindist	nonzero
179	rs2926743+rs2958149	PRIM1	.	0.0	10.98	-1.0178369795743476	28.714338629951527	266	0		4	1.9205790454689249	0	0	.	0	0	.	29.617080695846106	protein_coding		.	0.016768066951109745	.	.
180	rs2926743+rs2958149	PTGES3	.	0.0	28.011	-0.8620437972872328	29.128070782233948	270	4	CAV3:omim;NR3C2;SLC6A4;TCF7L2	10	1.9205790454689249	0	0	.	0	0	.	30.18660603041564	protein_coding		.	0.02963634961606349	.	.
181	rs10497520+rs151041685+rs34819099+rs72648998+rs7561149+rs922984	CCDC141	.	0.0	4.628	-1.0465128474553669	29.267711360222933	261	1	CAV3:omim	1	1.9205790454689249	0	0	.	0	0	.	30.14177755823649	protein_coding		.	0.030239439993795834	mindist	.
182	rs10497520+rs151041685+rs34819099+rs72648998+rs7561149+rs922984	TTN	exome	3.1575936163711007	17.706	-0.966632491391844	29.498139551043806	269	9	CALM1:omim;CALM2:omim;CALM3:omim;CAV3:omim;DYSF;KCNH2:exome,omim;OBSCN;PAM;TLE3	18	1.9205790454689249	0	0	.	0	0	.	33.609679721491986	protein_coding		s1111	0.9697605600062041	.	nonzero
183	locus_CACNB2	CACNB2	omim	1.879575675234972	201.41	-0.0899610320248361	29.498139551043806	269	4	CACNA1C:omim;CACNA1D;CACNA2D1:omim;KCNH2:exome,omim	4	1.9205790454689249	0	0	.	0	0	.	33.20833323972287	omim		s1111	1.0	mindist	nonzero
184	rs13018106	FIGN	.	0.0	74.704	-0.4186111851359659	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	31.000107411376767	protein_coding		s1__1	1.0	mindist	nonzero
185	rs359466	C5orf47	.	0.0	84.916	-0.3572360783345431	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	31.061482518178188	protein_coding		s1__1	0.8759031440860393	.	nonzero
186	rs359466	CPEB4	.	0.0	0.514	-1.052861063172944	28.23957137395911	269	0		6	1.9205790454689249	0	0	.	0	0	.	29.107289356255087	protein_coding		.	0.12409685591396066	mindist	.
187	rs10820614	HABP4	.	0.0	16.389	-0.978047352270879	29.333195258061693	270	1	PRKCA:coloc	3	1.9205790454689249	0	0	.	0	0	.	30.275726951259745	protein_coding		.	0.2158023502714074	mindist	.
188	rs10820614	SLC35D2	.	0.0	69.275	-0.4563372084494044	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	30.962381388063328	protein_coding		s1__1	0.428811479465019	.	nonzero
189	rs10820614	ZNF367	.	0.0	47.871	-0.6441495871828811	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	30.77456900932985	protein_coding		.	0.35538617026357366	.	.
190	rs2744375+rs7771320	CAGE1	.	0.0	113.126	-0.2381856837836015	29.498139551043806	269	1	MPPED2	1	1.9205790454689249	0	0	.	0	0	.	31.180532912729127	protein_coding		s1_11	0.6071933016324458	.	nonzero
191	rs2744375+rs7771320	DSP	.	0.0	12.989	-1.0045146559579208	26.929036699254738	271	3	L1TD1;PRKCA:coloc;RELB	17	1.9205790454689249	0	0	.	0	0	.	27.845101088765745	protein_coding		.	0.02161560203737188	mindist	.
192	rs2744375+rs7771320	RIOK1	.	0.0	112.708	-0.2395313283148125	27.67818286626704	270	2	DDX17:coloc;EIF2S2	12	1.9205790454689249	0	0	.	0	0	.	29.35923058342115	protein_coding		.	0.09825290965750122	.	.
193	rs2744375+rs7771320	SNRNP48	.	0.0	35.592	-0.777133468908039	29.237485488817924	268	0		0	1.9205790454689249	0	0	.	0	0	.	30.38093106537881	protein_coding		.	0.27293818667268116	.	.
194	rs1886512+rs728926	KLF12	coloc	1.7308710995530423	252.896	-0.0590493635391548	29.498139551043806	269	1	PMP22	1	1.9205790454689249	0	0	.	0	0	.	33.09054033252662	protein_coding		s1111	1.0	mindist	nonzero
195	rs3825214+rs6489953+rs883079	TBX5	.	0.0	48.506	-0.637681497638185	29.498139551043806	269	2	NKX2-5;TAF6	6	1.9205790454689249	1	1	NKX2-5	0	0	.	30.78103709887455	protein_coding		s1_11	1.0	mindist	nonzero
196	rs1362212+rs1419856+rs58437978	TBX20	.	0.0	16.235	-0.9793426462623844	29.498139551043806	269	1	TLE3	1	1.9205790454689249	0	0	.	0	0	.	30.439375950250344	protein_coding		s1_11	1.0	mindist	nonzero
197	rs17201923	FLRT2	coloc	1.7308710995530423	199.924	-0.091178312088106	29.498139551043806	269	1	FGFR1	1	1.9205790454689249	0	0	.	0	0	.	33.05841138397767	protein_coding		s1111	1.0	mindist	nonzero
198	rs16870629+rs737154	NKD2	.	0.0	6.146	-1.0416617154939265	29.75948647052371	270	1	CAV1:coloc	2	1.9205790454689249	0	0	.	0	0	.	30.638403800498708	protein_coding		.	0.04898922247731577	mindist	.
199	rs16870629+rs737154	SLC12A7	exome	3.1575936163711007	14.9	-0.9902026191662082	29.498139551043806	269	0		1	1.9205790454689249	0	0	.	0	0	.	33.58610959371762	protein_coding		s01_1	0.9338409341674726	.	nonzero
200	rs16870629+rs737154	TRIP13	.	0.0	122.064	-0.2117145396673257	27.88109352192157	270	1	MPPED2	10	1.9205790454689249	0	0	.	0	0	.	29.58995802772317	protein_coding		.	0.017169843355211628	.	.
201	rs7195486	GLIS2	.	0.0	109.582	-0.2499275068756921	28.76599318770471	267	1	AKAP9:omim	4	1.9589114084883112	0	0	.	0	0	.	30.474977089317328	protein_coding		.	0.2812304711647451	.	.
202	rs7195486	SRL	.	0.0	36.896	-0.7625034532440236	29.39888038563461	267	1	CAV3:omim	1	1.9589114084883112	0	0	.	0	0	.	30.595288340878906	protein_coding		.	0.31718517982649963	mindist	.
203	rs7195486	TFAP4	.	0.0	53.619	-0.587498426418206	29.498139551043806	269	3	GNB4:coloc;SP3;ZHX3	5	1.9205790454689249	0	0	.	0	0	.	30.831220170094525	protein_coding		s0_11	0.4015843490087553	.	nonzero
204	rs272564	TMEM53	.	0.0	127.858	-0.1966692855855129	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	31.22204931092722	protein_coding		s1__1	1.0	mindist	nonzero
205	rs10488821	MPPED2	.	0.0	105.653	-0.2638722692137944	29.498139551043806	269	1	CAGE1	2	1.9205790454689249	0	0	.	0	0	.	31.154846327298934	protein_coding		s1_11	1.0	mindist	nonzero
206	rs75714509	HVCN1	.	0.0	47.125	-0.6518111639243062	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	30.766907432588425	protein_coding		s0__1	0.38087722161237664	.	nonzero
207	rs75714509	PPP1CC	.	0.0	100.599	-0.2833759980521212	27.9254216891959	275	6	CAPZA2;CREBBP;DDX17:coloc;PAM;RYR2:omim;SP3	20	1.9205790454689249	0	0	.	0	0	.	29.562624736612705	protein_coding		.	0.11422776276848291	.	.
208	rs75714509	PPTC7	.	0.0	109.047	-0.2517673211520311	29.07389398948945	269	0		2	1.9205790454689249	0	0	.	0	0	.	30.742705713806345	protein_coding		.	0.37176998807899436	.	.
209	rs75714509	TCTN1	.	0.0	28.265	-0.8592443686817536	28.6543844289331	269	0		4	1.9205790454689249	0	0	.	0	0	.	29.715719105720268	protein_coding		.	0.13312502754014602	mindist	.
210	rs2025096	ACSS2	.	0.0	80.051	-0.3850006839518363	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	31.033717912560896	protein_coding		.	0.23950256738792983	.	.
211	rs2025096	GGT7	.	0.0	107.477	-0.2572724074896796	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	31.161446189023053	protein_coding		s1__1	0.27213340701907074	.	nonzero
212	rs2025096	GSS	.	0.0	3.609	-1.049021665490519	29.75926378347416	270	1	HPGDS	1	1.9205790454689249	0	0	.	0	0	.	30.63082116345256	protein_coding		.	0.16007899104972095	mindist	.
213	rs2025096	MYH7B	.	0.0	3.613	-1.0490130083806968	29.80653768882749	271	2	CACNA2D1:omim;GPD1L:omim	3	1.9205790454689249	0	0	.	0	0	.	30.67810372591572	protein_coding		.	0.16782972939294494	.	.
214	rs2025096	TRPC4AP	.	0.0	50.207	-0.6206050963400356	29.333195258061693	270	1	NOS1AP:coloc	3	1.9205790454689249	0	0	.	0	0	.	30.633169207190583	protein_coding		.	0.16045530515033357	.	.
215	rs79121763	PMP22	.	0.0	28.772	-0.8536395177110061	29.498139551043806	269	6	EIF2S2;HAND1;ID2;KLF12:coloc;SCN3B:omim;TRDN:omim	9	1.9205790454689249	0	0	.	0	0	.	30.565079078801723	protein_coding		s1_11	0.7833499992292325	.	nonzero
216	rs79121763	TEKT3	.	0.0	15.039	-0.9891036079399964	28.34830719916081	263	0		1	1.9205790454689249	0	0	.	0	0	.	29.279782636689745	protein_coding		.	0.21665000077076754	mindist	.
217	locus_SCN1B	SCN1B	omim	1.879575675234972	4.989	-1.045478963524077	29.498139551043806	269	2	KCND3:omim;SCN4B:omim	2	1.9205790454689249	0	0	.	0	0	.	32.252815308223624	omim		s1111	1.0	mindist	nonzero
218	locus_TRDN	TRDN	omim	1.879575675234972	0.071	-1.052939354600266	29.498139551043806	269	4	CALM1:omim;CASQ2:omim;NRAP:exome;PMP22	8	1.9205790454689249	0	0	.	0	0	.	32.24535491714744	omim		s1111	1.0	mindist	nonzero
219	rs11763856	HERPUD2	.	0.0	188.958	-0.100946273506045	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	31.31777232300669	protein_coding		s1__1	1.0	mindist	nonzero
220	rs10865879+rs11708996+rs11710077+rs12053903+rs12632942+rs1805124+rs2051211+rs41312411+rs57326399+rs6599234+rs6599250+rs6599255+rs6793245+rs6795970+rs6801957+rs9851724	ACVR2B	.	0.0	64.368	-0.493777746999271	29.34532654825929	266	2	ACVR2A;BMP2	2	1.9205790454689249	0	0	.	0	0	.	30.77212784672895	protein_coding		.	0.001505958300022043	.	.
221	rs10865879+rs11708996+rs11710077+rs12053903+rs12632942+rs1805124+rs2051211+rs41312411+rs57326399+rs6599234+rs6599250+rs6599255+rs6793245+rs6795970+rs6801957+rs9851724	EXOG	.	0.0	22.131	-0.924455776839967	29.13359429561578	266	2	SLC6A4;TRDN:omim	3	1.9205790454689249	0	0	.	0	0	.	30.129717564244736	protein_coding		.	0.0007921687491788675	.	.
222	rs10865879+rs11708996+rs11710077+rs12053903+rs12632942+rs1805124+rs2051211+rs41312411+rs57326399+rs6599234+rs6599250+rs6599255+rs6793245+rs6795970+rs6801957+rs9851724	SCN10A	exome,omim,coloc	6.768040391159115	18.358	-0.960768687734052	29.498139551043806	269	5	CACNA1D;CALM1:omim;CALM2:omim;CALM3:omim;GJA1	8	1.9205790454689249	0	0	.	0	0	.	37.2259902999378	protein_coding		s0111	0.9565106211253567	.	nonzero
223	rs10865879+rs11708996+rs11710077+rs12053903+rs12632942+rs1805124+rs2051211+rs41312411+rs57326399+rs6599234+rs6599250+rs6599255+rs6793245+rs6795970+rs6801957+rs9851724	SCN5A	omim	1.879575675234972	16.941	-0.9733353736267308	31.254104959361257	274	10	CACNA1C:omim;CACNA1D;CALM1:omim;CALM2:omim;CALM3:omim;CAMK2D:coloc;CAV3:omim;GPD1L:omim;KCNJ2:omim;SNTA1:omim	11	1.9205790454689249	0	0	.	0	0	.	34.080924306438426	protein_coding		.	0.04119125182544246	mindist	.
224	rs7562790	CRIM1	.	0.0	90.634	-0.3277262066634444	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	31.090992389849283	protein_coding		s0__1	0.5369618773285321	mindist	nonzero
225	rs7562790	FEZ2	.	0.0	105.856	-0.2631266488225715	29.28542228223344	269	0		1	1.9205790454689249	0	0	.	0	0	.	30.9428746788798	protein_coding		.	0.46303812267146793	.	.
226	rs1483890+rs900669	FRMD4B	.	0.0	24.514	-0.8998240368438488	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	30.51889455966888	protein_coding		s1__1	1.0	mindist	nonzero
227	rs10767455	ANO3	.	0.0	388.564	-0.025921257260957	29.498139551043806	269	1	SORT1	1	1.9205790454689249	0	0	.	0	0	.	31.39279733925177	protein_coding		s1_11	1.0	mindist	nonzero
228	rs3807989+rs9920	CAV1	coloc	1.7308710995530423	21.193	-0.9338255176405464	29.498139551043806	269	10	CACNA1C:omim;CAV3:omim;CAVIN2;FLOT1;GJA1;HTR2A;IGFBP3;KCNH2:exome,omim;NR3C2;SNTA1:omim	16	1.9205790454689249	1	1	SREBF1	0	0	.	32.215764178425225	protein_coding		s0111	0.8617667062583264	mindist	nonzero
229	rs3807989+rs9920	MET	.	0.0	112.158	-0.2413176173183947	28.706460950805365	266	7	CALM1:omim;ID2;LAPTM4B:coloc;LRIG1;SOCS6;TBX5;TNS3	15	1.9205790454689249	1	1	MITF	0	0	.	30.385722378955897	protein_coding		.	0.13823329374167365	.	.
230	rs13314892	MITF	.	0.0	6.445	-1.0405519678486874	29.498139551043806	269	1	CREBBP	1	1.9205790454689249	0	0	.	3	1	PPARGC1A	30.37816662866404	protein_coding		s1_11	1.0	mindist	nonzero
231	rs1388107+rs7726558	DTWD2	.	0.0	75.622	-0.412598341271444	29.498139551043806	269	1	PCDH7	2	1.9205790454689249	0	0	.	0	0	.	31.006120255241285	protein_coding		s1_11	1.0	mindist	nonzero
232	rs1994135	SYT10	.	0.0	155.232	-0.1425272709506603	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	31.27619132556208	protein_coding		s1__1	1.0	mindist	nonzero
233	rs13087058	PDZRN3	.	0.0	101.112	-0.281311079568087	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	31.13740751694464	protein_coding		s1__1	1.0	mindist	nonzero
234	rs404321	POM121	.	0.0	76.242	-0.4085953638582343	28.86354968917763	269	0		3	1.9205790454689249	0	0	.	0	0	.	30.37553337078832	protein_coding		.	0.1290510934394876	.	.
235	rs404321	SPDYE11	.	0.0	92.271	-0.3198530435368115	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	31.098865552975923	protein_coding		.	0.2660117767525068	.	.
236	rs404321	SPDYE8	.	0.0	64.128	-0.4956933638385432	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	30.923025232674185	protein_coding		.	0.2231178843162091	.	.
237	rs404321	SPDYE9	.	0.0	120.381	-0.2163805588592639	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	31.20233803765347	protein_coding		s1__1	0.29501112455503914	.	nonzero
238	rs404321	TRIM74	.	0.0	11.362	-1.01544788682062	29.07389398948945	269	0		2	1.9205790454689249	0	0	.	0	0	.	29.97902514813775	protein_coding		.	0.08680812093675733	mindist	.
239	locus_FAM13B	FAM13B	coloc	1.7308710995530423	9.465	-1.0266110244551918	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	32.12297867161058	coloc		s11_1	1.0	mindist	nonzero
240	rs180239	BET1	.	0.0	83.252	-0.3664451627114456	27.933653968500664	271	4	EIF2S2;GJA1;TMF1;TRDN:omim	14	1.9205790454689249	0	0	.	0	0	.	29.48778785125814	protein_coding		.	0.039638019004171555	.	.
